age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
39.40573501586914,blue-collar,single,secondary,no,7249,yes,yes,cellular,4,feb,102,2,77,1,failure,no
39.370792388916016,blue-collar,married,secondary,no,5,yes,no,cellular,12,aug,105,2,-1,0,,no
39.584686279296875,blue-collar,single,secondary,no,1146,yes,yes,,19,may,458,4,-1,0,,no
39.34761047363281,blue-collar,married,secondary,no,2329,yes,no,cellular,29,jan,261,1,-1,0,,no
39.4515380859375,blue-collar,single,tertiary,no,-213,yes,yes,cellular,4,feb,519,1,-1,0,,no
39.41059112548828,blue-collar,married,secondary,no,192,yes,no,,28,may,157,3,-1,0,,no
39.42610168457031,blue-collar,married,secondary,no,0,yes,no,cellular,22,aug,64,2,-1,0,,no
39.55330276489258,blue-collar,married,secondary,no,931,yes,no,cellular,11,may,263,2,348,4,failure,no
39.43678665161133,blue-collar,single,secondary,no,607,yes,yes,,8,may,240,3,-1,0,,no
39.29840850830078,blue-collar,married,secondary,no,14107,yes,no,cellular,17,nov,98,1,-1,0,,no
39.39165115356445,blue-collar,married,secondary,no,270,yes,no,,3,jun,116,1,-1,0,,no
39.378074645996094,blue-collar,single,secondary,no,480,no,yes,telephone,15,jul,341,6,-1,0,,no
39.509033203125,blue-collar,married,secondary,no,2823,yes,no,,9,jun,411,2,-1,0,,no
39.38619613647461,blue-collar,married,secondary,no,-1,yes,no,cellular,12,may,37,1,-1,0,,no
39.51494216918945,blue-collar,married,secondary,no,2506,yes,no,cellular,16,jul,377,1,228,3,failure,no
39.34579086303711,blue-collar,married,secondary,no,683,yes,no,cellular,8,nov,507,1,-1,0,,no
39.38291931152344,blue-collar,married,secondary,no,916,yes,no,cellular,11,may,472,2,-1,0,,no
39.36567687988281,blue-collar,married,secondary,no,5414,yes,no,cellular,30,jul,166,4,-1,0,,no
39.399417877197266,blue-collar,married,secondary,no,-407,yes,no,cellular,14,may,210,2,352,1,failure,no
39.44683074951172,blue-collar,married,secondary,no,949,yes,no,cellular,4,aug,91,1,-1,0,,no
39.44246292114258,blue-collar,married,secondary,no,1340,yes,no,,5,jun,175,1,-1,0,,no
39.436981201171875,blue-collar,married,secondary,no,450,yes,no,,9,jun,47,1,-1,0,,no
39.45170211791992,blue-collar,married,secondary,no,1594,yes,no,cellular,17,apr,110,1,260,5,failure,no
39.50354766845703,blue-collar,married,secondary,no,762,yes,no,,8,may,288,1,-1,0,,no
39.7050895690918,blue-collar,married,secondary,no,103,yes,no,cellular,17,apr,2053,2,317,1,other,no
39.47687911987305,blue-collar,married,secondary,no,389,yes,no,cellular,3,jun,837,1,-1,0,,yes
39.36342239379883,blue-collar,married,secondary,no,17,yes,no,cellular,15,jul,123,4,-1,0,,no
39.52028274536133,blue-collar,married,secondary,no,4166,yes,no,,16,jun,314,3,-1,0,,no
39.5029182434082,blue-collar,married,secondary,no,262,yes,no,cellular,8,may,268,1,281,4,other,no
39.390899658203125,blue-collar,married,secondary,no,21,yes,no,,6,jun,144,15,-1,0,,no
39.415130615234375,blue-collar,single,secondary,no,-379,yes,yes,cellular,22,jul,1237,7,-1,0,,yes
39.44053649902344,blue-collar,married,secondary,no,297,yes,no,cellular,19,aug,551,4,-1,0,,no
39.41438293457031,blue-collar,married,secondary,no,233,yes,no,cellular,8,apr,98,1,231,4,failure,no
39.37500762939453,blue-collar,single,secondary,no,-82,yes,yes,cellular,29,jul,234,6,-1,0,,no
39.57867431640625,blue-collar,married,secondary,no,5250,yes,no,cellular,15,apr,343,2,146,1,failure,no
39.55211639404297,blue-collar,married,secondary,no,-581,yes,no,cellular,14,may,877,2,345,5,failure,no
39.42226791381836,blue-collar,married,secondary,no,221,yes,no,cellular,29,aug,92,4,-1,0,,no
39.301822662353516,blue-collar,married,tertiary,no,258,yes,no,cellular,3,feb,294,3,-1,0,,no
39.440120697021484,blue-collar,single,secondary,no,590,yes,yes,,5,jun,133,1,-1,0,,no
39.538326263427734,blue-collar,married,secondary,no,1204,no,no,cellular,3,sep,789,2,-1,0,,no
39.58284378051758,blue-collar,married,secondary,no,2540,yes,no,,14,may,189,1,-1,0,,no
39.35822296142578,blue-collar,married,secondary,no,2191,no,no,telephone,29,jul,99,5,-1,0,,no
39.54404067993164,blue-collar,married,secondary,no,1210,yes,no,,5,jun,690,2,-1,0,,no
39.429931640625,blue-collar,married,secondary,no,-104,yes,no,,9,jun,100,7,-1,0,,no
39.33587646484375,blue-collar,married,secondary,no,478,yes,no,cellular,30,apr,475,2,-1,0,,yes
39.41334533691406,blue-collar,married,secondary,no,527,yes,no,cellular,30,jan,197,1,2,3,other,no
39.32328414916992,blue-collar,married,secondary,no,7,yes,no,cellular,22,jul,188,2,-1,0,,no
39.60422897338867,blue-collar,married,secondary,no,8990,no,no,telephone,2,feb,1790,2,-1,0,,yes
39.50334548950195,blue-collar,married,secondary,no,442,yes,no,,28,may,212,1,-1,0,,no
39.4009895324707,blue-collar,single,secondary,no,908,yes,yes,cellular,28,jul,102,7,-1,0,,no
39.418418884277344,blue-collar,married,secondary,no,463,yes,no,cellular,25,aug,390,7,-1,0,,no
39.368614196777344,blue-collar,married,secondary,no,260,yes,no,cellular,10,jul,446,1,-1,0,,no
39.33882522583008,blue-collar,married,secondary,no,1095,yes,no,cellular,28,jan,410,2,-1,0,,no
39.40963363647461,blue-collar,married,secondary,no,2135,yes,no,cellular,5,feb,171,5,230,1,failure,no
39.438148498535156,blue-collar,married,secondary,yes,-18,yes,no,,12,may,155,3,-1,0,,no
39.29083251953125,blue-collar,married,secondary,no,192,no,no,telephone,4,jul,112,2,-1,0,,no
39.462013244628906,blue-collar,married,secondary,no,84,yes,no,,8,may,166,1,-1,0,,no
39.35348129272461,blue-collar,married,secondary,no,305,yes,no,cellular,20,apr,212,2,-1,0,,no
39.37158966064453,blue-collar,married,secondary,no,251,yes,no,cellular,8,may,91,4,-1,0,,no
39.47134780883789,blue-collar,married,secondary,no,151,yes,no,,6,may,118,1,-1,0,,no
39.458152770996094,blue-collar,married,secondary,no,-241,yes,no,cellular,18,may,333,2,355,1,failure,no
39.76245880126953,blue-collar,married,secondary,no,611,yes,no,cellular,1,oct,305,2,121,1,success,yes
39.4609375,blue-collar,married,secondary,no,246,yes,no,,16,may,230,2,-1,0,,no
39.28801345825195,blue-collar,married,secondary,no,1058,yes,no,cellular,11,mar,188,3,-1,0,,yes
39.30811309814453,blue-collar,married,secondary,no,4515,yes,no,cellular,19,nov,98,2,-1,0,,no
39.48820877075195,blue-collar,married,secondary,no,179,yes,no,,9,jun,411,1,-1,0,,no
39.46974182128906,blue-collar,married,secondary,no,63,yes,no,cellular,20,aug,320,4,-1,0,,no
39.41701889038086,blue-collar,single,secondary,no,175,yes,yes,cellular,4,feb,430,2,272,3,other,no
39.46601486206055,blue-collar,married,secondary,yes,337,yes,no,,28,may,302,2,-1,0,,no
39.42524719238281,blue-collar,married,secondary,no,740,yes,no,cellular,25,aug,57,3,-1,0,,no
39.39046096801758,blue-collar,single,secondary,no,172,yes,yes,cellular,7,oct,271,2,187,16,failure,no
39.3156852722168,blue-collar,married,secondary,no,-430,yes,no,cellular,19,nov,298,2,-1,0,,no
39.364505767822266,blue-collar,married,secondary,no,631,no,no,telephone,22,jul,171,2,413,3,failure,no
39.417213439941406,blue-collar,married,secondary,no,470,no,no,telephone,12,may,207,4,-1,0,,no
39.36587905883789,blue-collar,married,secondary,no,1954,yes,no,cellular,31,jul,1107,2,-1,0,,yes
39.410606384277344,blue-collar,married,secondary,no,816,yes,no,,2,jun,80,3,-1,0,,no
39.47969055175781,blue-collar,married,secondary,no,734,yes,no,cellular,6,aug,1357,4,-1,0,,yes
39.51947784423828,blue-collar,single,secondary,no,2171,no,yes,telephone,13,may,318,5,176,1,success,no
39.42930603027344,blue-collar,single,secondary,no,-172,yes,yes,cellular,17,apr,66,1,-1,0,,no
39.48173141479492,blue-collar,married,secondary,no,777,yes,no,,8,may,131,1,-1,0,,no
39.4527587890625,blue-collar,married,secondary,no,1049,yes,no,cellular,14,may,224,4,-1,0,,yes
39.412113189697266,blue-collar,married,secondary,no,4958,yes,no,cellular,17,nov,64,3,150,5,other,no
39.42961120605469,blue-collar,married,secondary,no,243,yes,no,cellular,27,aug,167,10,-1,0,,no
39.670509338378906,blue-collar,married,secondary,no,660,yes,no,cellular,25,oct,226,2,490,1,failure,yes
39.530738830566406,blue-collar,married,secondary,no,217,yes,no,,3,jun,860,1,-1,0,,no
39.574317932128906,blue-collar,married,secondary,no,402,yes,no,,13,may,813,2,-1,0,,no
39.394676208496094,blue-collar,single,secondary,no,272,yes,yes,cellular,17,nov,108,1,-1,0,,no
39.588134765625,blue-collar,single,secondary,no,-389,yes,yes,,4,jun,1242,1,-1,0,,yes
39.39326095581055,blue-collar,married,secondary,no,0,yes,no,cellular,20,nov,73,4,-1,0,,no
39.34416580200195,blue-collar,married,secondary,no,-44,yes,no,cellular,7,jul,256,2,-1,0,,no
39.63133239746094,blue-collar,single,secondary,no,2801,no,yes,cellular,9,sep,261,1,183,1,success,yes
39.3466682434082,blue-collar,married,secondary,no,1943,yes,no,cellular,18,nov,202,2,-1,0,,no
39.41548156738281,blue-collar,married,secondary,no,353,yes,no,cellular,12,aug,582,1,-1,0,,yes
39.35497283935547,blue-collar,single,secondary,no,-898,yes,yes,cellular,21,jul,322,3,-1,0,,no
39.443782806396484,blue-collar,married,secondary,no,15904,yes,no,cellular,7,aug,504,4,-1,0,,no
39.504512786865234,blue-collar,married,secondary,no,991,yes,no,,27,may,148,1,-1,0,,no
39.3289909362793,blue-collar,married,tertiary,no,454,yes,no,cellular,4,feb,23,3,-1,0,,no
39.588443756103516,blue-collar,single,secondary,no,620,yes,yes,,21,may,420,1,-1,0,,no
39.31075668334961,blue-collar,married,secondary,no,4,yes,no,cellular,7,may,171,2,-1,0,,no
39.42778778076172,blue-collar,married,secondary,no,144,yes,no,cellular,21,aug,116,1,-1,0,,yes
39.332740783691406,blue-collar,married,secondary,no,323,yes,no,cellular,18,nov,41,2,-1,0,,no
39.30759048461914,blue-collar,married,secondary,no,21,yes,no,cellular,21,jul,118,3,-1,0,,no
39.44184494018555,blue-collar,single,secondary,no,1927,yes,yes,cellular,16,jul,322,4,-1,0,,no
39.38688278198242,blue-collar,married,secondary,no,1564,yes,no,cellular,17,jul,493,1,-1,0,,no
39.45201110839844,blue-collar,single,secondary,no,1590,yes,yes,cellular,21,jul,54,8,-1,0,,no
39.47623062133789,blue-collar,married,secondary,no,525,yes,no,cellular,16,apr,253,1,332,1,failure,no
39.329708099365234,blue-collar,married,secondary,no,268,yes,no,cellular,29,jan,140,1,-1,0,,no
39.351722717285156,blue-collar,married,secondary,no,541,yes,no,cellular,8,may,202,2,-1,0,,no
39.477691650390625,blue-collar,married,secondary,no,833,no,no,telephone,25,jun,359,5,-1,0,,no
39.477882385253906,blue-collar,single,secondary,no,828,yes,yes,cellular,11,aug,1080,3,-1,0,,yes
39.5096549987793,blue-collar,married,secondary,no,1109,yes,no,cellular,12,may,62,1,354,5,failure,no
39.37734603881836,blue-collar,married,secondary,no,3158,yes,no,cellular,3,jun,144,2,-1,0,,yes
39.614288330078125,blue-collar,married,secondary,no,4266,yes,no,,17,jun,490,4,-1,0,,yes
39.464515686035156,blue-collar,married,secondary,no,353,yes,no,cellular,27,jan,208,1,93,2,failure,no
39.48958206176758,blue-collar,married,secondary,no,997,yes,no,cellular,3,feb,256,1,190,3,failure,no
39.42620086669922,blue-collar,married,secondary,no,410,yes,no,cellular,23,apr,342,1,-1,0,,yes
39.4339599609375,blue-collar,married,secondary,no,280,yes,no,cellular,25,aug,119,11,-1,0,,no
39.41298294067383,blue-collar,single,tertiary,no,2203,yes,yes,cellular,5,feb,9,8,-1,0,,no
39.39362335205078,blue-collar,married,secondary,no,4480,no,no,telephone,19,nov,60,2,-1,0,,no
39.35516357421875,blue-collar,married,secondary,no,2381,yes,no,cellular,30,apr,173,2,-1,0,,no
39.3486213684082,blue-collar,married,secondary,no,125,yes,no,,5,jun,56,1,-1,0,,no
39.29616928100586,blue-collar,married,secondary,no,1996,yes,no,cellular,29,jan,111,2,-1,0,,no
39.382205963134766,blue-collar,married,secondary,no,0,yes,no,,6,jun,178,1,-1,0,,no
39.5737190246582,blue-collar,married,secondary,no,116,yes,no,cellular,12,aug,398,4,422,3,failure,yes
39.371395111083984,blue-collar,married,secondary,no,113,yes,no,cellular,25,jul,92,15,-1,0,,no
39.353858947753906,blue-collar,married,secondary,no,2764,yes,no,cellular,17,nov,235,1,-1,0,,no
39.46516418457031,blue-collar,married,secondary,no,4592,yes,no,cellular,12,may,360,1,-1,0,,no
39.3912239074707,blue-collar,married,secondary,no,160,yes,no,cellular,5,aug,156,1,-1,0,,no
