age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
42.215450286865234,admin.,married,secondary,no,7249,yes,yes,cellular,4,feb,102,2,77,1,failure,no
42.25105667114258,admin.,married,secondary,no,5,yes,no,cellular,12,aug,105,2,-1,0,,no
42.27348327636719,admin.,married,secondary,no,1146,yes,yes,,19,may,458,4,-1,0,,no
41.87152862548828,admin.,married,secondary,no,2329,no,no,cellular,29,jan,261,1,-1,0,,no
42.02165603637695,technician,married,secondary,no,-213,yes,yes,cellular,4,feb,519,1,-1,0,,no
42.046443939208984,admin.,married,secondary,no,192,yes,no,,28,may,157,3,-1,0,,no
42.03079605102539,admin.,married,secondary,no,0,yes,no,cellular,22,aug,64,2,-1,0,,no
42.433738708496094,admin.,married,secondary,no,931,yes,no,cellular,11,may,263,2,348,4,failure,no
42.18254470825195,admin.,married,secondary,no,607,yes,yes,,8,may,240,3,-1,0,,no
41.577728271484375,admin.,married,secondary,no,14107,no,no,cellular,17,nov,98,1,-1,0,,no
41.82609939575195,admin.,married,secondary,no,270,no,no,,3,jun,116,1,-1,0,,no
41.88765335083008,admin.,married,secondary,no,480,yes,yes,telephone,15,jul,341,6,-1,0,,no
41.79286575317383,admin.,married,secondary,no,2823,no,no,,9,jun,411,2,-1,0,,no
42.059513092041016,admin.,married,secondary,no,-1,yes,no,cellular,12,may,37,1,-1,0,,no
42.219383239746094,admin.,married,secondary,no,2506,no,no,cellular,16,jul,377,1,228,3,failure,no
41.897850036621094,admin.,married,secondary,no,683,no,no,cellular,8,nov,507,1,-1,0,,no
42.22526931762695,admin.,married,secondary,no,916,yes,no,cellular,11,may,472,2,-1,0,,no
41.81537628173828,admin.,married,secondary,no,5414,no,no,cellular,30,jul,166,4,-1,0,,no
42.40532684326172,admin.,married,secondary,no,-407,yes,no,cellular,14,may,210,2,352,1,failure,no
42.16779327392578,admin.,married,secondary,no,949,yes,no,cellular,4,aug,91,1,-1,0,,no
41.90816879272461,admin.,married,secondary,no,1340,no,no,,5,jun,175,1,-1,0,,no
41.765132904052734,admin.,married,secondary,no,450,no,no,,9,jun,47,1,-1,0,,no
42.3342170715332,admin.,married,secondary,no,1594,yes,no,cellular,17,apr,110,1,260,5,failure,no
42.05475997924805,admin.,married,secondary,no,762,yes,no,,8,may,288,1,-1,0,,no
42.32480239868164,admin.,divorced,secondary,no,103,yes,no,cellular,17,apr,2053,2,317,1,other,no
41.86540985107422,admin.,married,secondary,no,389,no,no,cellular,3,jun,837,1,-1,0,,yes
41.8796272277832,admin.,married,secondary,no,17,yes,no,cellular,15,jul,123,4,-1,0,,no
41.87165832519531,admin.,married,secondary,no,4166,no,no,,16,jun,314,3,-1,0,,no
42.462947845458984,admin.,divorced,secondary,no,262,yes,no,cellular,8,may,268,1,281,4,other,no
41.71541976928711,admin.,married,secondary,no,21,yes,no,,6,jun,144,15,-1,0,,no
41.91151809692383,admin.,married,secondary,no,-379,yes,yes,cellular,22,jul,1237,7,-1,0,,yes
42.11177062988281,admin.,married,secondary,no,297,yes,no,cellular,19,aug,551,4,-1,0,,no
42.39488220214844,admin.,married,secondary,no,233,yes,no,cellular,8,apr,98,1,231,4,failure,no
41.876991271972656,admin.,married,secondary,no,-82,no,yes,cellular,29,jul,234,6,-1,0,,no
42.303436279296875,admin.,married,secondary,no,5250,yes,no,cellular,15,apr,343,2,146,1,failure,no
42.51716995239258,admin.,married,secondary,no,-581,yes,no,cellular,14,may,877,2,345,5,failure,no
41.99124526977539,admin.,married,secondary,no,221,no,no,cellular,29,aug,92,4,-1,0,,no
42.060447692871094,admin.,married,secondary,no,258,no,no,cellular,3,feb,294,3,-1,0,,no
41.68596267700195,admin.,married,secondary,no,590,no,yes,,5,jun,133,1,-1,0,,no
42.198360443115234,admin.,married,secondary,no,1204,no,no,cellular,3,sep,789,2,-1,0,,no
42.17947006225586,admin.,married,secondary,no,2540,yes,no,,14,may,189,1,-1,0,,no
41.6408805847168,admin.,married,secondary,no,2191,no,no,telephone,29,jul,99,5,-1,0,,no
41.81121826171875,admin.,married,secondary,no,1210,no,no,,5,jun,690,2,-1,0,,no
41.76818084716797,admin.,married,secondary,no,-104,no,no,,9,jun,100,7,-1,0,,no
42.12340545654297,admin.,married,secondary,no,478,yes,no,cellular,30,apr,475,2,-1,0,,yes
42.0245475769043,admin.,divorced,secondary,no,527,no,no,cellular,30,jan,197,1,2,3,other,no
41.91880798339844,admin.,married,secondary,no,7,yes,no,cellular,22,jul,188,2,-1,0,,no
41.864707946777344,admin.,married,secondary,no,8990,yes,no,telephone,2,feb,1790,2,-1,0,,yes
41.98586654663086,admin.,married,secondary,no,442,yes,no,,28,may,212,1,-1,0,,no
41.964534759521484,admin.,married,secondary,no,908,no,yes,cellular,28,jul,102,7,-1,0,,no
42.078346252441406,admin.,married,secondary,no,463,no,no,cellular,25,aug,390,7,-1,0,,no
41.98783493041992,admin.,married,secondary,no,260,no,no,cellular,10,jul,446,1,-1,0,,no
41.97263717651367,admin.,married,secondary,no,1095,no,no,cellular,28,jan,410,2,-1,0,,no
42.22943115234375,admin.,married,secondary,no,2135,no,no,cellular,5,feb,171,5,230,1,failure,no
42.03810119628906,technician,married,secondary,yes,-18,yes,no,,12,may,155,3,-1,0,,no
41.77529525756836,admin.,married,secondary,no,192,yes,no,telephone,4,jul,112,2,-1,0,,no
41.947479248046875,admin.,married,secondary,no,84,yes,no,,8,may,166,1,-1,0,,no
42.03828430175781,admin.,married,secondary,no,305,yes,no,cellular,20,apr,212,2,-1,0,,no
42.1462287902832,admin.,married,secondary,no,251,yes,no,cellular,8,may,91,4,-1,0,,no
41.87590026855469,admin.,married,secondary,no,151,yes,no,,6,may,118,1,-1,0,,no
42.39667510986328,admin.,married,secondary,no,-241,yes,no,cellular,18,may,333,2,355,1,failure,no
42.25123977661133,admin.,married,secondary,no,611,no,no,cellular,1,oct,305,2,121,1,success,yes
42.140960693359375,admin.,married,secondary,no,246,yes,no,,16,may,230,2,-1,0,,no
41.97615051269531,admin.,married,secondary,no,1058,yes,no,cellular,11,mar,188,3,-1,0,,yes
41.652435302734375,admin.,married,secondary,no,4515,yes,no,cellular,19,nov,98,2,-1,0,,no
41.7758903503418,admin.,married,secondary,no,179,no,no,,9,jun,411,1,-1,0,,no
42.18534851074219,admin.,married,secondary,no,63,no,no,cellular,20,aug,320,4,-1,0,,no
42.28718185424805,admin.,divorced,secondary,no,175,yes,yes,cellular,4,feb,430,2,272,3,other,no
42.01801300048828,technician,married,secondary,yes,337,yes,no,,28,may,302,2,-1,0,,no
42.00767517089844,admin.,married,secondary,no,740,no,no,cellular,25,aug,57,3,-1,0,,no
42.41950225830078,admin.,married,secondary,no,172,no,yes,cellular,7,oct,271,2,187,16,failure,no
41.83892822265625,admin.,married,secondary,no,-430,yes,no,cellular,19,nov,298,2,-1,0,,no
42.239933013916016,admin.,married,secondary,no,631,yes,no,telephone,22,jul,171,2,413,3,failure,no
42.025943756103516,admin.,married,secondary,no,470,yes,no,telephone,12,may,207,4,-1,0,,no
41.850250244140625,admin.,married,secondary,no,1954,no,no,cellular,31,jul,1107,2,-1,0,,yes
41.762351989746094,admin.,married,secondary,no,816,no,no,,2,jun,80,3,-1,0,,no
42.2311897277832,admin.,married,secondary,no,734,no,no,cellular,6,aug,1357,4,-1,0,,yes
42.14024353027344,admin.,married,secondary,no,2171,yes,yes,telephone,13,may,318,5,176,1,success,no
42.03080368041992,admin.,married,secondary,no,-172,yes,yes,cellular,17,apr,66,1,-1,0,,no
41.94300079345703,admin.,married,secondary,no,777,yes,no,,8,may,131,1,-1,0,,no
42.247737884521484,admin.,married,secondary,no,1049,yes,no,cellular,14,may,224,4,-1,0,,yes
41.861419677734375,admin.,divorced,secondary,no,4958,no,no,cellular,17,nov,64,3,150,5,other,no
41.90745162963867,admin.,married,secondary,no,243,no,no,cellular,27,aug,167,10,-1,0,,no
42.28603744506836,admin.,married,secondary,no,660,no,no,cellular,25,oct,226,2,490,1,failure,yes
41.81184005737305,admin.,married,secondary,no,217,no,no,,3,jun,860,1,-1,0,,no
42.061405181884766,admin.,married,secondary,no,402,yes,no,,13,may,813,2,-1,0,,no
41.664833068847656,admin.,married,secondary,no,272,no,yes,cellular,17,nov,108,1,-1,0,,no
41.768882751464844,technician,married,secondary,no,-389,yes,yes,,4,jun,1242,1,-1,0,,yes
41.783851623535156,admin.,married,secondary,no,0,no,no,cellular,20,nov,73,4,-1,0,,no
42.03689193725586,admin.,married,secondary,no,-44,yes,no,cellular,7,jul,256,2,-1,0,,no
42.29981231689453,admin.,married,secondary,no,2801,no,yes,cellular,9,sep,261,1,183,1,success,yes
41.851558685302734,admin.,married,secondary,no,1943,yes,no,cellular,18,nov,202,2,-1,0,,no
